2.8712,5.4081,0.13500000000000512,-0.00900000000000567
2.8757,5.4078,0.24899999999999256,0.5879999999999885
2.884,5.4274,0.029999999999996696,-0.779999999999994
2.885,5.4014,0.2220000000000022,0.6120000000000125
2.8924,5.4218,1.2390000000000034,0.1049999999999951
2.9337,5.4253,0.18000000000000682,0.24900000000000588
2.9397,5.4336,0.7889999999999997,-0.21899999999999586
2.966,5.4263,0.7319999999999993,0.5339999999999812
2.9904,5.4441,0.1349999999999918,0.30300000000001326
2.9949,5.4542,0.8579999999999988,-0.054000000000007375
3.0235,5.4524,1.9800000000000084,0.03300000000000303
3.0895,5.4535,1.385999999999994,0.3270000000000106
3.1357,5.4644,1.2869999999999981,-0.351000000000008
3.1786,5.4527,1.449000000000007,-0.6480000000000086
3.2269,5.4311,-0.09299999999999642,0.015000000000018332
3.2238,5.4316,2.058,-0.4410000000000114
3.2924,5.4169,3.3779999999999877,-1.2060000000000137
3.405,5.3767,1.4910000000000023,-0.029999999999983373
3.4547,5.3757,1.554000000000002,-0.46200000000001573
3.5065,5.3603,1.4939999999999953,-0.1649999999999885
3.5563,5.3548,0.34800000000000164,0.10200000000000209
3.5679,5.3582,1.2360000000000104,-0.5279999999999951
3.6091,5.3406,3.8489999999999958,-0.49800000000001177
3.7374,5.324,2.567999999999997,0.023999999999997357
3.823,5.3248,2.2860000000000014,0.39300000000001667
3.8992,5.3379,2.1180000000000065,0.11999999999998678
3.9698,5.3419,0.023999999999997357,0.19799999999999152
3.9706,5.3485,2.2439999999999927,0.6990000000000229
4.0454,5.3718,3.3090000000000153,0.8729999999999905
4.1557,5.4009,1.9979999999999798,0.48299999999999343
4.2223,5.417,1.587000000000005,0.18599999999999284
4.2752,5.4232,2.499000000000011,-0.22199999999998887
4.3585,5.4158,-0.12300000000000644,0.25800000000001155
4.3544,5.4244,1.9200000000000017,-0.10800000000001475
4.4184,5.4208,4.871999999999996,-0.11699999999999378
4.5808,5.4169,2.5649999999999906,0.2879999999999949
4.6663,5.4265,2.4570000000000025,-0.39299999999999
